"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","timeOfDay","yearDeployed","yearCollected","lengthDeployment","collectorList","labWorkerList","continentOcean","country","municipality","county","locality","island","islandGroup","locationID","locationRemarks","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","horizontalDatum","habitat","depthOfBottomInMeters","minimumDepthinMeters","maximumDepthinMeters","fieldNotes","fullUnit","scrubbie","unitNotes","unitAttachment","unitImageInSitu","unitRetrievalBin","unitRetrievalBinNotes","unitRetrievalUnfilteredWater","unitRetrievalFilteredWater","unitRetrievalBubbler","timeBetweenRetrievalAndProcessing","associatedInSituEnvData","associatedInSituEnvDataNotes","associatedInSituEnvParameters","associatedBenthicData","associatedBenthicDataNotes","eventEnteredBy","recordedbyID","permitType","permitURI","eventRemarks","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","sampleWetWeight","weightNotes","institutionCode","institutionID","collectionCode","traditionalKnowledgeNotice","associatedMedia","associatedReferences","datasetName","sampleEnteredBy","subProject","fractionStorageBuffer","motileFractionDecanting","motileFractionDecantingARMSProtocolFollowed","motileFractionWeightPostDecantation","fractionDecantingMethod","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sessileWaterRemoval","sessileFractionWash","sessileFractionWashMethod","sessileFractionWashMethodNotes","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractionWeight","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","sampleExtractArchive","X","X.1","bioSampleAccession","bioProjectAccession","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","libraryPrepProtocol","indexPCRMethod","indexPCRKit","indexPCRProtocol","sequencingRunID","sequencingTriplicates"
"BAO_2C_500","Run16","Ransome_BAO02_BAO02C_120312_150526","Ransome","ARMS","12/03/2012","26/04/2015",NA,2012,2015,37,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring",NA,"Pacific","Phillipines",NA,"Mabini","Batong Bay","Luzon","Verde Islands","BAO02",NA,13.72788,120.8837,"13° 43' 40.36"" N","120° 53' 01.32"" E",NA,"fringing reef",4,NA,4,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/CaU2BAO_02_C_14","13.72788 120.8837","Ransome_BAO02_BAO02C_120312_150526_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2058","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"FFS_12_100","Run16","Ransome_FFS12_FFS12A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","USA",NA,"","USA","French Frigate Shoals","Northwest Hawaiian Islands","FFS12",NA,23.63835,-166.18005,"23° 38' 18.05"" N","166° 10' 48.17"" W",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_FFS_12A","23.63835 -166.18005","Ransome_FFS12_FFS12A_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2069","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"GUA_2_100","Run16","Ransome_GUA02_GUA02C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Guam",NA,"","Guam","Guam","Mairanas Islands","GUA02",NA,13.30553141,144.6525324,"13° 18' 19.91"" N","144° 39' 09.11"" E",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_02C","13.30553141 144.6525324","Ransome_GUA02_GUA02C_110101_140101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2075","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"GUA_2_500","Run16","Ransome_GUA02_GUA02C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Guam",NA,"","Guam","Guam","Mairanas Islands","GUA02",NA,13.30553141,144.6525324,"13° 18' 19.91"" N","144° 39' 09.11"" E",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_02C","13.30553141 144.6525324","Ransome_GUA02_GUA02C_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2076","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"GUA_8A_500","Run16","Ransome_GUA08_GUA08A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Guam",NA,"","Guam","Guam","Mairanas Islands","GUA08",NA,13.48873585,144.8779058,"13° 29' 19.44"" N","144° 52' 40.46"" E",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_08A","13.48873585 144.8779058","Ransome_GUA08_GUA08A_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2082","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"INDO_06_500","Run16","Ransome_IND02_INDO06_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",NA,2011,2012,11,"",NA,"Pacific","Indonesia",NA,"","Close Encounters","","Bali","IND02",NA,-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E",NA,"",10,NA,10,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-8.12792 114.66807","Ransome_IND02_INDO06_110701_120601_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2112","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KIN_11_500","Run16","Ransome_KIN11_KIN11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","Line Islands",NA,"","Kingman","Kingman Reef","Line Islands","KIN11",NA,6.381851323,-162.3464465,"06° 22' 54.66"" N","162° 20' 47.20"" W",NA,"forereef",15,NA,15,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_11C","6.381851323 -162.3464465","Ransome_KIN11_KIN11C_120501_150301_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2155","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KOA_2A_100","Run16","Ransome_KOA02_KOA02A_120312_150523","Ransome","ARMS","12/03/2012","23/05/2015",NA,2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro",NA,"Pacific","Phillipines",NA,"Mabini","Koala Reserve","Luzon","Verde Islands","KOA02",NA,13.7166,120.87222,"13° 42' 59.75"" N","120° 52' 19.99"" E",NA,"fringing reef",4,NA,4,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/CaU2KOA_02_A_12","13.7166 120.87222","Ransome_KOA02_KOA02A_120312_150523_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2169","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KOA_2A_500","Run16","Ransome_KOA02_KOA02A_120312_150523","Ransome","ARMS","12/03/2012","23/05/2015",NA,2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro",NA,"Pacific","Phillipines",NA,"Mabini","Koala Reserve","Luzon","Verde Islands","KOA02",NA,13.7166,120.87222,"13° 42' 59.75"" N","120° 52' 19.99"" E",NA,"fringing reef",4,NA,4,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/CaU2KOA_02_A_12","13.7166 120.87222","Ransome_KOA02_KOA02A_120312_150523_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2170","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KUR_33_100","Run16","Ransome_KUR33_KUR33A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Kure","Kure","Northwest Hawaiian Islands","KUR33",NA,28.416767,-178.378433,"28° 25' 00.36"" N","178° 22' 42.35"" W",NA,"forereef",10,NA,10,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_KUR_33A","28.416767 -178.378433","Ransome_KUR33_KUR33A_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2175","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MAU_4A_500","Run16","Ransome_MAU04_MAU04A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU04",NA,20.01393333,145.2343167,"20° 00' 50.15"" N","145° 14' 03.54"" E",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_04A","20.01393333 145.2343167","Ransome_MAU04_MAU04A_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2188","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MAU_4B_100","Run16","Ransome_MAU04_MAU04B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU04",NA,20.01393333,145.2343167,"20° 00' 50.15"" N","145° 14' 03.54"" E",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_04B","20.01393333 145.2343167","Ransome_MAU04_MAU04B_110101_140101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2190","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MAU_9A_100","Run16","Ransome_MAU09_MAU09A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU09",NA,20.02985,145.20842,"20° 01' 47.45"" N","145° 12' 30.31"" E",NA,"forereef",17,NA,17,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_09A","20.02985 145.20842","Ransome_MAU09_MAU09A_110101_140101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2196","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MOO_23_100","Run16","Ransome_MOO02_MOO23_120201_140119","Ransome","ARMS","01/02/2012","19/01/2014",NA,2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers",NA,"Pacific","French Polynesia",NA,"","ARMS middle site - north shore","Moorea Island","Society Islands","MOO02",NA,-17.47593,-149.8419,"17° 28' 33.34"" S","149° 50' 30.84"" W",NA,"outer reef slope",13,NA,13,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_023","-17.47593 -149.8419","Ransome_MOO02_MOO23_120201_140119_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2205","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MOO_24_100","Run16","Ransome_MOO02_MOO24_120201_140120","Ransome","ARMS","01/02/2012","20/01/2014",NA,2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers",NA,"Pacific","French Polynesia",NA,"","ARMS middle site - north shore","Moorea Island","Society Islands","MOO02",NA,-17.47593,-149.8419,"17° 28' 33.34"" S","149° 50' 30.84"" W",NA,"outer reef slope",13,NA,13,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_024","-17.47593 -149.8419","Ransome_MOO02_MOO24_120201_140120_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2208","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"OFU_3C_100","Run16","Ransome_OFU03_OFU03C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","American Samoa",NA,"","American Samoa","Ofu Island","","OFU03",NA,-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W",NA,"forereef",14,NA,14,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03C","-14.18628333 -169.6599","Ransome_OFU03_OFU03C_120401_150201_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2222","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"OFU_4_100","Run16","Ransome_OFU04_OFU04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","American Samoa",NA,"","American Samoa","Ofu Island","","OFU04",NA,-14.1778,-169.649,"14° 10' 40.07"" S","169° 38' 56.40"" W",NA,"forereef",14,NA,14,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_04C","-14.1778 -169.649","Ransome_OFU04_OFU04C_120401_150201_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2225","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"OLO_04_500","Run16","Ransome_OLO04_OLO04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","American Samoa",NA,"","American Samoa","Olosega","","OLO04",NA,-14.1814,-169.6268,"14° 10' 53.04"" S","169° 37' 36.48"" W",NA,"forereef",14,NA,14,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2SI_2015_OLO_04A","-14.1814 -169.6268","Ransome_OLO04_OLO04C_120401_150201_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2229","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
